Table V9.0,keyName,OriginalKey,ExpandedKey,Duplicate,Activity code
SWRKINV,SWI0,PRONUM+SWIKEY+SWIKEY1+NUM+LIN+SEQ,PRONUM(Process number) +   SWIKEY(Data) +   SWIKEY1(Data) +   NUM(Document no.) +   LIN(Line number) +   SEQ(Sequence) +   ,No,
SWRKINV,SWI1,PRONUM+NUM,PRONUM(Process number) +   NUM(Document no.) +   ,Yes,
SYNCDATA,SYD0,SYDNUM,SYDNUM +   ,No,
SYNCDATA,SYD1,SYDUSR,SYDUSR +   ,Yes,
SYNCLINK,SYL0,SYLNUM,SYLNUM +   ,No,
SYNCPAR,SYP0,SYPUSR,SYPUSR +   ,No,
TAAAXXX,XXX0,XXXNUM,XXXNUM() +   ,No,
TABACCINT,TCI0,CPYSRC+CPYTGR,CPYSRC(Source company) +   CPYTGR(Target company) +   ,No,
TABACCLIK,TCK0,COA+FCY1+FCY2,COA(Chart of accounts) +   FCY1(Site 1) +   FCY2(Site 2) +   ,No,
TABALLRUL,TRU0,TRUCOD,TRUCOD(Rule) +   ,No,
TABBOMALT,TBO0,BOMALTTYP+BOMALT,BOMALTTYP(BOM type) +   BOMALT(BOM code) +   ,No,
TABBOMALT,TBO1,FCY+BOMALT+BOMALTTYP,FCY(Site) +   BOMALT(BOM code) +   BOMALTTYP(BOM type) +   ,No,
TABBOMALT,TBO2,BOMALT+BOMALTTYP,BOMALT(BOM code) +   BOMALTTYP(BOM type) +   ,No,
TABBUDTYP,TBU0,BUDTYP+COLNUM,BUDTYP(Transaction code) +   COLNUM(Column number) +   ,No,
TABBUDTYP,TBU1,BUDTYP+LINSELCRI,BUDTYP(Transaction code) +   LINSELCRI(Criterion line) +   ,Yes,
TABCABCUT,CUT0,FCY,FCY(Site) +   ,No,
TABCHANGE,TCH0,CHGTYP+CURDEN+CUR+CHGSTRDAT,CHGTYP(Rate type) +   CURDEN(Destination currency) +   CUR(Currency) +   CHGSTRDAT(Rate date) +   ,No,
TABCHANGE,TCH1,CHGTYP+CURDEN+CHGSTRDAT+CUR,CHGTYP(Rate type) +   CURDEN(Destination currency) +   CHGSTRDAT(Rate date) +   CUR(Currency) +   ,No,
TABCODEDT,TED0,CODEDT+LEG,CODEDT(Payment report code) +   LEG(Legislation) +   ,No,
TABCOEFF,TCO0,UOM1+UOM2,UOM1(Unit 1) +   UOM2(Unit 2) +   ,No,
TABCONTAINER,TCTR0,TCTRNUM,TCTRNUM(Container) +   ,No,
TABCOSTMET,TCM0,VLTCOD,VLTCOD(Valuation method) +   ,No,
TABCOSTMVT,TVM0,VLTCOD+MVTTYP+TRSCOD,VLTCOD(Valuation method) +   MVTTYP(Movement type) +   TRSCOD(Movement code) +   ,Yes,
TABCOSTMVT,TVM1,VLTCOD+NUM+MVTTYP+TRSCOD,VLTCOD(Valuation method) +   NUM(Number) +   MVTTYP(Movement type) +   TRSCOD(Movement code) +   ,No,
TABCOUAFF,TCA0,MODULE+LEG+CPY,MODULE(Module) +   LEG(Legislation) +   CPY(Company) +   ,No,
TABCOUNTRY,TCY0,CRY,CRY(Country) +   ,No,
TABCTL,TCT0,TCT+TCTLIN,TCT(Response table) +   TCTLIN(Line) +   ,No,
TABCTL,TCT1,TCT+ALPCOD+NUMCOD,TCT(Response table) +   ALPCOD(Alphanumeric code) +   NUMCOD(Numeric code) +   ,No,
TABCUR,TCU0,CUR,CUR(Currency) +   ,No,
TABDEPAGIO,TDA0,DEP+LEG,DEP(Early discount/Late charge) +   LEG(Legislation) +   ,No,
TABDEPAGIO,TDA1,DEP,DEP(Early discount/Late charge) +   ,Yes,
TABEECNAT,TEC0,EECNAT+LEG,EECNAT(Transaction nature) +   LEG(Legislation) +   ,No,
TABEECSCH,TSC0,EECSCH+LEG,EECSCH(Statistical rule) +   LEG(Legislation) +   ,No,
TABEXPENS,TES0,CODEXP,CODEXP(Expense code) +   ,No,
TABFILBAN,TFB0,COD+BAN+RECTYP+ORDNUM+LEG+NUM,COD(Bank file) +   BAN(Bank) +   RECTYP(Record type) +   ORDNUM(Order) +   LEG(Legislation) +   NUM(Order no.) +   ,No,
TABFILCASH,TFC1,MODULE+CODCAS+CODPAR,MODULE(Module) +   CODCAS(Zone code) +   CODPAR(Parameter code) +   ,No,
TABFILCASH,TFC2,MODULE+CODCAS,MODULE(Module) +   CODCAS(Zone code) +   ,Yes,
TABFILCASH,TFC3,MODULE+CODPAR+CODCAS,MODULE(Module) +   CODPAR(Parameter code) +   CODCAS(Zone code) +   ,No,
TABFILTDS,TFT0,COD+RECTYP+NUM,COD(File) +   RECTYP(Record type) +   NUM(Order no.) +   ,No,
TABFOR,TFO0,FORTYP+FORCOD,FORTYP(Formula type) +   FORCOD(Formula code) +   ,No,
TABFORLEG,TFOLEG0,FORCOD+LEG,FORCOD(Formula code) +   LEG(Legislation) +   ,No,
TABGEOCOD,TGE0,GEOCOD,GEOCOD(Geographic code) +   ,No,
TABLAN,TLA0,LAN,LAN(Language) +   ,No,
TABLINCFG,TLP0,CFGLIN,CFGLIN(Product line) +   ,No,
TABLOCTYP,TLO0,STOFCY+LOCTYP,STOFCY(Stock site) +   LOCTYP(Location type) +   ,No,
TABLOCTYP,TLO1,STOFCY+LOCCAT+LOCTYP,STOFCY(Stock site) +   LOCCAT(Location category) +   LOCTYP(Location type) +   ,No,
TABMAT,TMA0,EMPNUM,EMPNUM(Employee ID) +   ,No,
TABMAT,TMA1,USR,USR(User code) +   ,Yes,
TABMODELIV,TMD0,MDL,MDL(Delivery mode) +   ,No,
TABMSG,TMS0,MSGNUM,MSGNUM(Message) +   ,No,
TABPACKAGE,TPA0,PCK,PCK(Packaging) +   ,No,
TABPAM,TAM0,PAM+LEG,PAM(Payment method) +   LEG(Legislation) +   ,No,
TABPAYTERM,TPT0,PTE+LEG+PTELIN,PTE(Payment term) +   LEG(Legislation) +   PTELIN(Condition line) +   ,No,
TABPAYTERM,TPT1,PTE+PTELIN,PTE(Payment term) +   PTELIN(Condition line) +   ,Yes,
TABPAYTERM,TPT2,PTE+LEG,PTE(Payment term) +   LEG(Legislation) +   ,Yes,
TABPAYTYP,TPY0,PAYTYP+LEG,PAYTYP(Payment type) +   LEG(Legislation) +   ,No,
TABPIVTYP,TPV0,PIVTYP+LEG,PIVTYP(Supp invoice type) +   LEG(Legislation) +   ,No,
TABPLACE,TPC0,TPC,TPC(Location) +   ,No,
TABPLACETIME,TPCT0,DPETPC+ARVTPC+TRNTPC+BPTNUM,DPETPC(Transit - start) +   ARVTPC(Transit - arrival) +   TRNTPC(Transport mode) +   BPTNUM(Carrier) +   ,No,
TABPNHTYP,TPN0,PNHTYP+LEG,PNHTYP(Return type) +   LEG(Legislation) +   ,No,
TABPNHTYP,TPN1,PNHTYP,PNHTYP(Return type) +   ,Yes,
TABPRECOD,PRC0,STOFCY+NUMCRIT+PRECOD,STOFCY(Storage site) +   NUMCRIT(No. criteria) +   PRECOD(Preparation code) +   ,No,
TABPRECOD,PRC1,STOFCY+PRECOD,STOFCY(Storage site) +   PRECOD(Preparation code) +   ,Yes,
TABPRTMOD,TPM0,TPMCOD,TPMCOD(Template code) +   ,No,
TABRATVAT,TRA0,VAT+LEG+CPY+STRDAT,VAT(Tax) +   LEG(Legislation) +   CPY(Company) +   STRDAT(Validity start date) +   ,No,
TABRATVAT,TRA1,VAT+CPY+STRDAT,VAT(Tax) +   CPY(Company) +   STRDAT(Validity start date) +   ,Yes,
TABREOPOL,TRP0,REOPOL,REOPOL(Reorder policy) +   ,No,
TABROUALT,TRO0,ROUALT,ROUALT(Routing code) +   ,No,
TABROUALT,TRO1,FCY+ROUALT,FCY(Site) +   ROUALT(Routing code) +   ,No,
TABROUND,TRD0,RNDCOD,RNDCOD(Rounding code) +   ,No,
TABSAFSTO,TSA0,SRVRAT,SRVRAT(Service rate) +   ,No,
TABSCA,TSR0,SCANUM,SCANUM(Rejection) +   ,No,
TABSDHTYP,TSD0,SDHTYP+LEG,SDHTYP(Delivery type) +   LEG(Legislation) +   ,No,
TABSGHTYP,TSG0,SGHTYP+LEG,SGHTYP(Stock change type) +   LEG(Legislation) +   ,No,
TABSGHTYP,TSG1,SGHTYP,SGHTYP(Stock change type) +   ,Yes,
TABSIVTYP,TSV0,SIVTYP+LEG,SIVTYP(Customer invoice type) +   LEG(Legislation) +   ,No,
TABSIVTYP,TSV1,SIVTYP,SIVTYP(Customer invoice type) +   ,Yes,
TABSOHTYP,TSO0,SOHTYP+LEG,SOHTYP(Order type) +   LEG() +   ,No,
TABSOHTYP,TSO1,SOHTYP,SOHTYP(Order type) +   ,Yes,
TABSQHTYP,TSQ0,SQHTYP+LEG,SQHTYP(Quote type) +   LEG(Legislation) +   ,No,
TABSQHTYP,TSQ1,SQHTYP,SQHTYP(Quote type) +   ,Yes,
TABSRHTYP,TRE0,SRHTYP+LEG,SRHTYP(Return type) +   LEG(Legislation) +   ,No,
TABSRHTYP,TRE1,SRHTYP,SRHTYP(Return type) +   ,Yes,
TABSTASTO,TST0,STASTO,STASTO(Status) +   ,No,
TABSTORUL,SRU0,TCLCOD+STOFCY+TRSTYP+TRSCOD,TCLCOD(Category) +   STOFCY(Storage site) +   TRSTYP(Movement type) +   TRSCOD(Movement code) +   ,No,
TABSUBDIV,ATU0,CRY+TYP+COD,CRY(Country) +   TYP(Subdivision) +   COD(Code) +   ,No,
TABTNHTYP,TTN0,TNHTYP+LEG,TNHTYP(Type) +   LEG(Legislation) +   ,No,
TABTNHTYP,TTN1,TNHTYP,TNHTYP(Type) +   ,Yes,
TABUNAVAIL,UVY0,UVYCOD,UVYCOD(Unavailable) +   ,No,
TABUNIT,TUN0,UOM,UOM(Unit) +   ,No,
TABVAC,TVC0,COD+LEG,COD(Tax determination code) +   LEG(Legislation) +   ,No,
TABVAC,TVC1,VACBPR+VACITM,VACBPR(BP tax rule) +   VACITM(Product tax level) +   ,Yes,
TABVAC,TVC2,VATTYP-ENAFLG-LEG-GRP-VACBPR-VACITM+COD,VATTYP-ENAFLG-LEG-GRP-VACBPR-VACITM +   COD(Tax determination code) +   ,No,
TABVACBPR,TVB0,VACBPR+LEG,VACBPR(Tax rule) +   LEG(Legislation) +   ,No,
TABVACITM,TVI0,VACITM+LEG,VACITM(Tax level) +   LEG(Legislation) +   ,No,
TABVAT,TVT0,VAT+LEG,VAT(Tax) +   LEG(Legislation) +   ,No,
TABVAT,TVT1,VAT,VAT(Tax) +   ,Yes,
TABVATEXE,TEX0,BPCNUM+NUMORD,BPCNUM(Customer) +   NUMORD(Order no.) +   ,No,
TABWEEDIA,TWD0,TWD,TWD(Weekly structure) +   ,No,
TABWIPSTO,TWS0,STOCOU+STOSEQ,STOCOU(Chronological stock) +   STOSEQ(Sequence no.) +   ,No,
TABWIPSTO,TWS1,STOFCY+ITMREF,STOFCY(Storage site) +   ITMREF(Product) +   ,Yes,
TABWIPSTO,TWS2,VCRTYP+VCRNUM+VCRLIN,VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   ,Yes,
TABWRKCTR,TWC0,WCR,WCR(Work center group) +   ,No,
TABWRKCTR,TWC1,WCRDES,WCRDES(W/C title) +   ,Yes,
TACONTAINERC,TCTRC0,TCTRNUM,TCTRNUM(Container) +   ,No,
TANKS,TKS0,TKS+FCY,TKS(Tanks) +   FCY(Site) +   ,No,
TANKSGATES,TGT0,TGTTKS+FCY+TGTLIN,TGTTKS(Tanks) +   FCY(Site) +   TGTLIN(Line number) +   ,No,
TANKSGATES,TGT1,TGTTKS+FCY+TGTGTS,TGTTKS(Tanks) +   FCY(Site) +   TGTGTS(Gates) +   ,No,
TASK,TSK0,TSKNUM,TSKNUM(Task chrono) +   ,No,
TASK,TSK1,TSKDAT+TSKNUM,TSKDAT(Due date) +   TSKNUM(Task chrono) +   ,No,
TASK,TSK2,TSKCMP,TSKCMP(BP) +   ,Yes,
TASK,TSK3,TSKCCN,TSKCCN(Contact (relationship)) +   ,Yes,
TASK,TSK4,TSKREP+TSKDAT+TSKNUM,TSKREP(Sales rep) +   TSKDAT(Due date) +   TSKNUM(Task chrono) +   ,No,
TASK,TSK5,CREUSR,CREUSR(Creation user) +   ,Yes,
TAUTILIS,TAU0,USR,USR +   ,No,
TAXLINK,DLK0,CLE,CLE(Key) +   ,No,
TBASKET,TBA0,NUM,NUM +   ,No,
TBASKET,TBA1,USR+SOHNUM+STAT,USR +   SOHNUM +   STAT +   ,No,
TBASKETD,TBD0,NUM+BASKLIN,NUM +   BASKLIN +   ,No,
TBASKETD,TBD1,NUM+ITMREF,NUM +   ITMREF +   ,No,
TCBLOB,TBB0,CODBLB+IDENT1+IDENT2+IDENT3,CODBLB(Code) +   IDENT1(Identifier 1) +   IDENT2(Identifier 2) +   IDENT3(Identifier 3) +   ,No,
TCCLOB,TBC0,CODCLB+IDENT1+IDENT2+IDENT3,CODCLB(Code) +   IDENT1(Identifier 1) +   IDENT2(Identifier 2) +   IDENT3(Identifier 3) +   ,No,
TDSPRV,TPR0,PRVNUM+CPY,PRVNUM(Service supplier code) +   CPY(Company) +   ,No,
TDUPDCLC,TUC0,MFGNUM,MFGNUM(Order no.) +   ,No,
TEXCLOB,TXC0,CODE,CODE(Code) +   ,No,
TEXCLOB,TXC1,IDENT1+IDENT2+IDENT3,IDENT1(Identifier 1) +   IDENT2(Identifier 2) +   IDENT3(Identifier 3) +   ,Yes,
TEXCPT,TCC0,ABRFIC,ABRFIC(Table abbreviation) +   ,No,
TGRLIS,TGL0,TGRTAB,TGRTAB +   ,No,
TGRLISFIE,TLF0,TGRTAB+TGRSSPNUM,TGRTAB +   TGRSSPNUM +   ,Yes,
TGRLISFIE,TLF1,TGRTAB+TGRSSPNUM+TGRTABLNK+TGRFIE,TGRTAB +   TGRSSPNUM +   TGRTABLNK +   TGRFIE +   ,No,
TGRLISLNK,TLL0,TGRTAB+TGRLNK,TGRTAB +   TGRLNK +   ,No,
TGRLISLNK,TLL1,TGRTAB+TGRLNK+TGRLNKIDX,TGRTAB +   TGRLNK +   TGRLNKIDX +   ,No,
TGRSSP,TGP0,TGRSSPNUM,TGRSSPNUM +   ,No,
TGRSSP,TGP1,TGR+TGRSSPNUM,TGR +   TGRSSPNUM +   ,Yes,
TITMLINK,TIK0,ITMREF+ITMLNK,ITMREF +   ITMLNK +   ,No,
TITMMASTER,TIT0,ITMREF,ITMREF +   ,No,
TMP2054,T540,EDTNUM+CPY+CLATXS+POSTXS,EDTNUM +   CPY +   CLATXS +   POSTXS +   ,No,
TMP2055,T550,EDTNUM+CPY+CLATXS+POSTXS,EDTNUM +   CPY +   CLATXS +   POSTXS +   ,No,
TMP2855,T550,EDTNUM+CPY+IMPSTRDAT+AASREF,EDTNUM +   CPY +   IMPSTRDAT +   AASREF +   ,No,
TMPARPT,TARPT0,NUMREQ+USR+RPTCOD+VCRNUM,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   VCRNUM(Document no.) +   ,No,
TMPBLA,ARM0,NUMREQ+USR+RPTCOD+NUMLIG,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   NUMLIG(Line no.) +   ,No,
TMPBLA,ARM1,USR+RPTCOD,USR(Operator) +   RPTCOD(Report code) +   ,Yes,
TMPCNSBAN,TCB0,TCBNUM,TCBNUM(Internal number) +   ,No,
TMPCNSBAN,TCB1,USRCRE+ADXNUM,USRCRE(User) +   ADXNUM(No.) +   ,Yes,
TMPCNSBAN,TCB2,ACCNUM,ACCNUM(Unique number) +   ,Yes,
TMPCNSBAN,TCB3,NUMPAY+USRCRE+ADXNUM,NUMPAY(Payment no.) +   USRCRE(User) +   ADXNUM(No.) +   ,Yes,
TMPCNVECAR,TCE0,LEDTYP+SOC+SITE+NUM+DEV,LEDTYP(Ledger type) +   SOC(Company) +   SITE(Site) +   NUM(Number) +   DEV(Currency) +   ,No,
TMPCPTDTA,TCD0,TRTNUM+PCENUM+SEQNUM+DSP+CCE,TRTNUM +   PCENUM +   SEQNUM +   DSP +   CCE +   ,No,
TMPCRPT,TCRPT0,NUMREQ+USR+RPTCOD+VCRNUM,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   VCRNUM(Document no.) +   ,No,
TMPCSRQ,TCR0,CREUSR+BPR+FCY+TYP+NUM+DUDDAT+DUDLIG,CREUSR(User) +   BPR(Bill-to BP) +   FCY(Geographical area) +   TYP(Entry type) +   NUM(Document no.) +   DUDDAT(Due date) +   DUDLIG(Due date number) +   ,No,
TMPDERO,TDE0,EDTNUM+CPY+FCY+AASREF,EDTNUM +   CPY +   FCY +   AASREF +   ,No,
TMPDERO,TDE1,EDTNUM+AASREF,EDTNUM +   AASREF +   ,No,
TMPDFD,TDF0,EDTNUM+CPY+FCY+AASREF,EDTNUM +   CPY +   FCY +   AASREF +   ,No,
TMPDFD,TDF1,EDTNUM+AASREF,EDTNUM +   AASREF +   ,No,
TMPEXPENSE,EXT0,CPY+CUR+BPRGTETYP+FCY+SEP+DATEXS,CPY(Company) +   CUR(Currency) +   BPRGTETYP(Entry type) +   FCY(Site) +   SEP(Separator) +   DATEXS(Date) +   ,Yes,
TMPEXPENSE,EXT1,ACCNUM,ACCNUM(Internal number) +   ,No,
TMPFAS1PAGE,T1P0,CPY+AASREF,CPY +   AASREF +   ,Yes,
TMPFAS246G,T2460,CPY+AASREF+DPRPLN+POSTXS,CPY +   AASREF +   DPRPLN +   POSTXS +   ,Yes,
TMPFASLIST,TFL0,EDTNUM+AASREF,EDTNUM +   AASREF +   ,No,
TMPFASLIST,TFL1,EDTNUM+CPY+FCY+AASREF,EDTNUM +   CPY +   FCY +   AASREF +   ,No,
TMPFASPHY,TPH0,NUMLIG,NUMLIG +   ,No,
TMPFUP0,TFP0,QURNUM,QURNUM(Campaign number) +   ,No,
TMPFUP0,TFP1,CREDAT+QURNUM,CREDAT(Date created) +   QURNUM(Campaign number) +   ,No,
TMPFUP1,TFP1,NUMREQ+BPC+CPY+FCY,NUMREQ(Campaign number) +   BPC(Bill-to/Order BP) +   CPY(Company) +   FCY(Site) +   ,No,
TMPFUP1,TFP2,BPC,BPC(Bill-to/Order BP) +   ,Yes,
TMPFUP1,TFP3,CPY,CPY(Company) +   ,Yes,
TMPFUP2,TFP1,NUMREQ+NUMDUD,NUMREQ(Campaign number) +   NUMDUD(Due date number) +   ,No,
TMPFUP2,TFP2,NUMDUD,NUMDUD(Due date number) +   ,Yes,
TMPFUP2,TFP3,BPC,BPC(BP) +   ,Yes,
TMPFUP2,TFP4,BPC+FUPMOD,BPC(BP) +   FUPMOD(Reminder method) +   ,Yes,
TMPFUP2,TFP5,NUMREQ+FCY,NUMREQ(Campaign number) +   FCY(Site) +   ,Yes,
TMPFUP2,TFP6,NUMREQ+LEVFUP,NUMREQ(Campaign number) +   LEVFUP(Reminder level) +   ,Yes,
TMPFUPCMT,TCF0,NUMDUD,NUMDUD(Due date number) +   ,No,
TMPINVEXP,,, +   ,,
TMPINVEXPW,,, +   ,,
TMPIPTACPT,IPT0,TYP+NUM+LIN+LEDTYP,TYP +   NUM +   LIN +   LEDTYP +   ,No,
TMPKRPT,TKRPT0,NUMREQ+USR+RPTCOD+VCRNUM,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   VCRNUM(Document no.) +   ,No,
TMPLEARNT,TDR0,EDTNUM+CPY,EDTNUM +   CPY +   ,No,
TMPLISLOF,TLI0,EDTNUM+CODLOF+LINLOF,EDTNUM +   CODLOF +   LINLOF +   ,No,
TMPLISLOF,TLI1,EDTNUM+CPY+FCY+CODLOF+LINLOF,EDTNUM +   CPY +   FCY +   CODLOF +   LINLOF +   ,No,
TMPLOFGRP,TDE0,EDTNUM+CPY+FCY+AASREF+CODLOF+LINLOF,EDTNUM +   CPY +   FCY +   AASREF +   CODLOF +   LINLOF +   ,No,
TMPLOFGRP,TDE1,EDTNUM+CODLOF+LINLOF,EDTNUM +   CODLOF +   LINLOF +   ,No,
TMPLOFGRP,TDE2,EDTNUM+AASREF,EDTNUM +   AASREF +   ,Yes,
TMPMASFA2,MF10,TRTNUM+OBJREF,TRTNUM +   OBJREF +   ,No,
TMPMASFA2,MF11,TRTNUM+CPY+OBJREF,TRTNUM +   CPY +   OBJREF +   ,No,
TMPMASFAS,MFS0,TRTNUM+OBJREF,TRTNUM +   OBJREF +   ,No,
TMPMASFAS,MFS1,TRTNUM+CPY+OBJREF,TRTNUM +   CPY +   OBJREF +   ,No,
TMPMASLCK,TML0,TRTNUM+OBJREF,TRTNUM +   OBJREF +   ,Yes,
TMPMASLCK,TML1,TRTNUM+OBJREF+OBJLIN,TRTNUM +   OBJREF +   OBJLIN +   ,No,
TMPMASLEA,MFS0,TRTNUM+OBJREF,TRTNUM +   OBJREF +   ,No,
TMPMASLEA,MFS1,TRTNUM+CPY+OBJREF,TRTNUM +   CPY +   OBJREF +   ,No,
TMPMASLOF,MFS0,TRTNUM+OBJREF,TRTNUM +   OBJREF +   ,No,
TMPMASLOF,MFS1,TRTNUM+CPY+OBJREF,TRTNUM +   CPY +   OBJREF +   ,No,
TMPMASPHY,MFS0,TRTNUM+OBJREF,TRTNUM +   OBJREF +   ,No,
TMPMASPHY,MFS1,TRTNUM+CPY+OBJREF,TRTNUM +   CPY +   OBJREF +   ,No,
TMPPAYDUD,TPD0,CPY+PAYTYP+GRPCRI+FLG,CPY(Company) +   PAYTYP(Payment type) +   GRPCRI(Grouping criterion (pmsim)) +   FLG(Flag) +   ,Yes,
TMPPAYDUD,TPD1,ACCNUM+DUDLIG,ACCNUM(Internal number) +   DUDLIG(Due date number) +   ,No,
TMPPAYDUD,TPD2,AMTLOC,AMTLOC(Ledger amount) +   ,Yes,
TMPPAYDUD,TPD3,DUDDAT,DUDDAT(Due date) +   ,Yes,
TMPPAYDUD2,TP20,CPY+PAYTYP+GRPCRI+FLG+UIDUSR,CPY(Company) +   PAYTYP(Payment type) +   GRPCRI(Grouping criterion (pmsim)) +   FLG(Flag) +   UIDUSR(Processes) +   ,No,
TMPPAYDUD2,TP21,AMTLOC,AMTLOC(Ledger amount) +   ,Yes,
TMPPAYTOT,PYT0,TRC+PAYTYP+FCY+CUR+BAN+DUDDAT+SNS,TRC(Log) +   PAYTYP(Payment type) +   FCY(Site) +   CUR(Currency) +   BAN(Bank) +   DUDDAT(Due date) +   SNS(Sign) +   ,No,
TMPPLNFAS,TPF0,TRTNUM+OBJREF+DPRPLN,TRTNUM +   OBJREF +   DPRPLN +   ,No,
TMPPRPT,TPRPT0,NUMREQ+USR+RPTCOD+VCRNUM,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   VCRNUM(Document no.) +   ,No,
TMPREEVAL,TRV0,EDTNUM+CPY+FCY+AASREF,EDTNUM +   CPY +   FCY +   AASREF +   ,No,
TMPREEVAL,TRV1,EDTNUM+AASREF,EDTNUM +   AASREF +   ,No,
TMPSIMDERO,TDS0,EDTNUM+CPY+FCY+AASREF+FIYENDDAT+PERENDDAT,EDTNUM +   CPY +   FCY +   AASREF +   FIYENDDAT +   PERENDDAT +   ,No,
TMPSIMDERO,TDS1,EDTNUM+AASREF+FIYENDDAT+PERENDDAT,EDTNUM +   AASREF +   FIYENDDAT +   PERENDDAT +   ,No,
TMPSITU,TDE0,EDTNUM+CPY+FCY+AASREF,EDTNUM +   CPY +   FCY +   AASREF +   ,No,
TMPSITU,TDE1,EDTNUM+AASREF,EDTNUM +   AASREF +   ,No,
TMPSITUCUR,,, +   ,,
TMPSRPT,TSRPT0,NUMREQ+USR+RPTCOD+VCRNUM,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   VCRNUM(Document no.) +   ,No,
TMPTCHANGE,TCG0,CHGTYP+CURDEN+CUR+CHGSTRDAT,CHGTYP +   CURDEN +   CUR +   CHGSTRDAT +   ,No,
TRADESHOW,OMT0,OMTNUM,OMTNUM(Code) +   ,No,
TRADESHOW,OMT1,CMGNUM,CMGNUM(Campaign code) +   ,Yes,
TRANNOTED,TND0,TNHNUM+TNDLIN,TNHNUM(Transport note) +   TNDLIN(Line) +   ,No,
TRANNOTEH,TNH0,TNHNUM,TNHNUM(Transport note) +   ,No,
TRANSPORT,TRNP0,TRNNUM,TRNNUM(Transport no.) +   ,No,
TRANSPORT,TRNP1,ARVEXPDAT+TRNNUM,ARVEXPDAT(Exp. arrival date) +   TRNNUM(Transport no.) +   ,Yes,
TRCABX3,TAB0,NUMACT+CPY+TRITRC+SEQNUM+ERRCOD,NUMACT +   CPY +   TRITRC +   SEQNUM +   ERRCOD +   ,No,
TRCABX3,TAB1,NUMACT+TRITRC+CPY+SEQNUM,NUMACT +   TRITRC +   CPY +   SEQNUM +   ,No,
TRCVCRDOC,TVD0,TYPNUM+NUM+TYPVCR+NUMVCR,TYPNUM(Document type) +   NUM(Document number) +   TYPVCR(Entry type) +   NUMVCR(Accounting document) +   ,No,
TRCVCRDOC,TVD1,ACCNUM+TYPVCR+NUMVCR,ACCNUM(Internal number) +   TYPVCR(Entry type) +   NUMVCR(Accounting document) +   ,No,
TRCVCRDOC,TVD2,TYPVCR+NUMVCR,TYPVCR(Entry type) +   NUMVCR(Accounting document) +   ,No,
TXSA,TXS1,TXSNAM,TXSNAM(Extraction code name) +   ,No,
TXSA,TXS0,LSTGRP+TXSNAM,LSTGRP(Report group) +   TXSNAM(Extraction code name) +   ,No,
TXSAC,TXA0,TXSNAM+NUMCOL,TXSNAM(Extraction code name) +   NUMCOL(Column number) +   ,No,
TXSD,TXD0,TXSNAM+LIG+COL,TXSNAM(Extraction code name) +   LIG(Line number) +   COL(Column) +   ,No,
TXSD,TXD1,TXSNAM+COL+LIG,TXSNAM(Extraction code name) +   COL(Column) +   LIG(Line number) +   ,No,
TXSM,TXM0,TXSNAM+VERSION+LIG+COL+IND,TXSNAM(Extraction code name) +   VERSION(Version) +   LIG(Line number) +   COL(Column) +   IND(Index) +   ,No,
TXSP,TXP0,TXSNAM+VERSION+COL,TXSNAM(Extraction code name) +   VERSION(Version) +   COL(Column) +   ,No,
TXSV,TXX0,TXSNAM+VERSION+VARNAM,TXSNAM(Extraction code name) +   VERSION(Version) +   VARNAM(Variable) +   ,No,
TXSW,TXW0,LSTGRP+TXSNAM+VERSION,LSTGRP(Report group) +   TXSNAM(Extraction code name) +   VERSION(Version) +   ,No,
TXSW,TXW1,TXSNAM+VERSION,TXSNAM(Extraction code name) +   VERSION(Version) +   ,No,
TYPACE,TPE0,ACETYP+LEG+CPY,ACETYP +   LEG +   CPY +   ,No,
TYPACE,TPE1,LEG+CPY+DPRPLN+ACEGRP+ACETYP,LEG +   CPY +   DPRPLN +   ACEGRP +   ACETYP +   ,Yes,
TYPACEINT,TPI0,ACETYP+LEG+CPY+TMPFLD+TMPIND,ACETYP +   LEG +   CPY +   TMPFLD +   TMPIND +   ,No,
TYPACELEG,TPL0,ACETYP+LEG+CPY+LEGLIN,ACETYP +   LEG +   CPY +   LEGLIN +   ,No,
TYPCOMBEL,TYC0,COD+NUM,COD(Type) +   NUM(Order no.) +   ,No,
UNFILWRK,UNF0,REQNUM+USER+RPTCOD+NUMLIG,REQNUM(Request no.) +   USER(User code) +   RPTCOD(Report code) +   NUMLIG(Line no.) +   ,No,
UNITOFTIME,UOT0,UOM,UOM(Unit) +   ,No,
UNPAID,UNP0,NUM+CUR,NUM(Payment no.) +   CUR(Currency) +   ,No,
UPORDER,POH0,POHNUM+REVNUM,POHNUM(Order no.) +   REVNUM(Revision no.) +   ,No,
UPORDERC,POC0,POHNUM+LINREVNUM+POPLIN,POHNUM(Order no.) +   LINREVNUM(Revision no.) +   POPLIN(Line) +   ,No,
