Table,Abbreviation,Description,Module,Activity code,Column,Normal title,Dim.,Type,Length,Menu,Link expression,Cancellation,Act
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALEC,Female Colored,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALECREM,Female Colored,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALEI,Female Indian,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALEIREM,Female Indian,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALEW,Female White,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMALEWREM,Female White,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMAMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMAMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMAMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMCMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMCMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMCMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMIMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMIMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMIMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMWMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMWMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FEMWMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FOREIGNF,Female Foreign,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FOREIGNFREM,Female Foreign,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FOREIGNM,Male Foreign,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FOREIGNMREM,Male Foreign,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FORFMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FORFMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FORFMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FORMMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FORMMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,FORMMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALAMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALAMAXREM,Male African,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALAMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALCMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALCMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALCMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALEA,Male African,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALEAREM,Male African,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALEC,Male Colored,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALECREM,Male Colored,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALEI,Male Indian,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALEIREM,Male Indian,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALEW,Male White,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALEWREM,Male White,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALIMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALIMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALIMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALWMAXFXD,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALWMAXREM,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MALWMAXVAR,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,MIDREMAMT,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,OCCLEV,Occupational levels,,L,8.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,RPT,Report,,A,15.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,TOPREMAMT,,,DCB,15.4,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,TYP,Type,,A,1.0,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HRSAEQU,SAEQU,Employment equity,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[SAEQU]UPDUSR,Other,
HRSAEQU,SAEQU,Employment equity,Common Data,,USR,User code,,AUS,,,[AUS]CODUSR=[SAEQU]USR,Other,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,AUS,User,,AUS,,,[AUS]CODUSR=[HTMMAI]AUS,Block,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,AUUID,Single identifier,,AUUID,,,,,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[HTMMAI]CREUSR,Other,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,FNC,Function,,M,20.0,2073.0,,,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,LAN,Language,,LAN,,,[TLA]TLA0=[HTMMAI]LAN,Block,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,TXT1,E-mail text,,AC0,4.0,,,,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
HTMMAITXT,HTMMAI,CRM email text,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[HTMMAI]UPDUSR,Other,
IMCDETPRT,IMP,Cost comparison,Common Data,,AUUID,Single identifier,,AUUID,,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,BRDCOD,Cost group,,C,4.0,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[IMP]CREUSR,Other,
IMCDETPRT,IMP,Cost comparison,Common Data,,CST,Cost,,MD8,,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,CST2,Cost,,MD8,,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,CURUID,Process,,L,8.0,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,ITMREF,Product,,ITM,,,[ITM]ITM0=ITMREF,Delete,
IMCDETPRT,IMP,Cost comparison,Common Data,,PRONUM,Process number,,L,8.0,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,TYPCST,Cost type,,M,15.0,319.0,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
IMCDETPRT,IMP,Cost comparison,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[IMP]UPDUSR,Other,
INCOTERM,ICTH,Incoterms,Common Data,,AUUID,Single identifier,,AUUID,,,,,
INCOTERM,ICTH,Incoterms,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
INCOTERM,ICTH,Incoterms,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[ICTH]CREUSR,Other,
INCOTERM,ICTH,Incoterms,Common Data,,DES,Description,,AX3,,,,,
INCOTERM,ICTH,Incoterms,Common Data,,ENAFLG,Active,,M,4.0,1.0,,,
INCOTERM,ICTH,Incoterms,Common Data,,ICTCOD,Incoterm,,A,5.0,,,,
INCOTERM,ICTH,Incoterms,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
INCOTERM,ICTH,Incoterms,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[ICTH]UPDUSR,Other,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,AUUID,Single identifier,,AUUID,,,,,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[ICTD]CREUSR,Other,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,CSTNAT,Cost nature,,M,30.0,2276.0,,,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,CSTPYR,Charges payable by,,M,15.0,2277.0,,,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,ICTCOD,Incoterm,,A,5.0,,,,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
INCOTERMD,ICTD,Incoterms Detail,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[ICTD]UPDUSR,Other,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,ABRFIC,Table abbreviation,,A,3.0,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,ACCDAT,Accounting date,,D,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,ACCSRC,Source account,10.0,GAC,,,[GAC]GAC0=COASRC;ACCSRC,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,ACCTGR,Target account,10.0,GAC,,,[GAC]GAC0=COATGR;ACCTGR,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,AUUID,Single identifier,,AUUID,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,BPRSRC,Source BP,,BPR,,,[BPR]BPR0=[ICF]BPRSRC,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,BPRTGR,Target BP,,BPR,,,[BPR]BPR0=[ICF]BPRTGR,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,COASRC,Chart of acc.,10.0,COA,,,[COA]COA0=[ICF]COASRC,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,COATGR,Target main chart,10.0,COA,,,[COA]COA0=[ICF]COATGR,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,CPYSRC,Source company,,CPY,,,[CPY]CPY0=[ICF]CPYSRC,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,CPYTGR,Target company,,CPY,,,[CPY]CPY0=[ICF]CPYTGR,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,CREDAT,Date created,,D,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,CREDATTIM,Date time,,ADATIM,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,CREUSR,Creation author,,A,5.0,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,CUR,Currency,,CUR,,,[TCU]TCU0=[ICF]CUR,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,CURLED,Ledger currency,10.0,CUR,,,[TCU]TCU0=[ICF]CURLED,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,FCY,Site,,FCY,,,[FCY]FCY0=[ICF]FCY,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,FCYTGR,Target site,,FCY,,,[FCY]FCY0=[ICF]FCYTGR,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,JOUVCR,Journal,,JOU,,,[JOU]JOU0=JOUVCR;[V]GSUPCLE,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,LED,Ledger,10.0,LED,,,[LED]LED0=[ICF]LED,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,NUM,Document no.,,VCR,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,NUMVCR,Accounting document,,VCR,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,ORIMOD,Source module,,M,10.0,14.0,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,RATDIV,Dividing rate,10.0,RCU,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,RATMLT,Multiplying rate,10.0,RCU,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,TYPVCR,Entry type,,GTE,,,[GTE]GTE0=TYPVCR;[V]GSUPCLE,Block,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,UPDDAT,Change date,,D,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,UPDDATTIM,Date time,,ADATIM,,,,,
INTCOFLO,ICF,Intercompany transactions,Common Data,INTCO,UPDUSR,Change author,,A,5.0,,,,
INTERVEN,ITN,Service response,Common Data,,ADD,Address,3.0,ADL,,,,,
INTERVEN,ITN,Service response,Common Data,,AUUID,Single identifier,,AUUID,,,,,
INTERVEN,ITN,Service response,Common Data,,BPC,Customer,,BPR,,,[BPR]BPR0=[ITN]BPC,Block,
INTERVEN,ITN,Service response,Common Data,,CCN,Contact (relationship),,AIN,,,[AIN]AIN0=[ITN]CCN,Block,
INTERVEN,ITN,Service response,Common Data,,CONNUM,Contract number,,CON,,,[CON]CON0=[ITN]CONNUM,Block,
INTERVEN,ITN,Service response,Common Data,,CREDAT,Date created,,D,,,,,
INTERVEN,ITN,Service response,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
INTERVEN,ITN,Service response,Common Data,,CREHOU,Creation time,,HM,,,,,
INTERVEN,ITN,Service response,Common Data,,CREUSR,Creation user,,A,5.0,,,,
INTERVEN,ITN,Service response,Common Data,,CRY,Country,,CRY,,,[TCY]TCY0=[ITN]CRY,Block,
INTERVEN,ITN,Service response,Common Data,,CTY,City,,CTY,,,,,
INTERVEN,ITN,Service response,Common Data,,CUR,Currency,,CUR,,,[TCU]TCU0=[ITN]CUR,Block,
INTERVEN,ITN,Service response,Common Data,,DAT,Start,,D,,,,,
INTERVEN,ITN,Service response,Common Data,,DATEND,End,,D,,,,,
INTERVEN,ITN,Service response,Common Data,,DATX,Week conversion,,D,,,,,
INTERVEN,ITN,Service response,Common Data,,DON,Completed,,M,4.0,1.0,,,
INTERVEN,ITN,Service response,Common Data,,DTCKIL,Distance (miles),,L,8.0,,,,
INTERVEN,ITN,Service response,Common Data,,DUR,Duration,,HMD,,,,,
INTERVEN,ITN,Service response,Common Data,,EML,Email address,,MAI,,,,,
INTERVEN,ITN,Service response,Common Data,,FULDAY,Entire day,,M,4.0,1.0,,,
INTERVEN,ITN,Service response,Common Data,,HOU,Time,,HM,,,,,
INTERVEN,ITN,Service response,Common Data,,HOUEND,End time,,HM,,,,,
INTERVEN,ITN,Service response,Common Data,,HTOTTIMSPG,Time passed (hours),,L,8.0,,,,
INTERVEN,ITN,Service response,Common Data,,IFFADD,Indications,,CLX,,,,,
INTERVEN,ITN,Service response,Common Data,,ITNCODADD,Address,,ADR,,,,,
INTERVEN,ITN,Service response,Common Data,,ITNORI,Source,,M,15.0,2996.0,,,
INTERVEN,ITN,Service response,Common Data,,ITNORIVCR,Original document no.,,VCR,,,,,
INTERVEN,ITN,Service response,Common Data,,ITNORIVCRL,Original line no.,,L,8.0,,,,
INTERVEN,ITN,Service response,Common Data,,ITNRECADD,Recording,,A,15.0,,,,
INTERVEN,ITN,Service response,Common Data,,ITNTYPADD,Type,,M,15.0,954.0,,,
INTERVEN,ITN,Service response,Common Data,,MAC,Base,,MAC,,,[MAC]MAC0=[ITN]MAC,Block,
INTERVEN,ITN,Service response,Common Data,,MACGRU,Base regroupment,,MAC,,,[MAC]MAC0=[ITN]MACGRU,Block,
INTERVEN,ITN,Service response,Common Data,,MANTIMFLG,Manual entry flag,,C,2.0,,,,
INTERVEN,ITN,Service response,Common Data,,MOB,Mobile phone,,TEL,,,,,
INTERVEN,ITN,Service response,Common Data,,MTOTTIMSPG,Time passed (min.),,C,2.0,,,,
INTERVEN,ITN,Service response,Common Data,,NUM,Sequence no.,,VCR,,,,,
INTERVEN,ITN,Service response,Common Data,,NUMFULOBJ,Chrono txt file,,CLC,,,,,
INTERVEN,ITN,Service response,Common Data,,NUMFULRPO,Report chrono,,CLC,,,,,
INTERVEN,ITN,Service response,Common Data,,OBJ,Overview,,CLX,,,,,
INTERVEN,ITN,Service response,Common Data,,OBJFLG,Flag text file,,C,2.0,,,,
INTERVEN,ITN,Service response,Common Data,,ORDNUM,Order number,,SOH,,,[SOH]SOH0=[ITN]ORDNUM,Block,
INTERVEN,ITN,Service response,Common Data,,PBLSOL,Problem resolved,,M,4.0,1.0,,,
INTERVEN,ITN,Service response,Common Data,,REP,Provider,,AUS,,,[AUS]CODUSR=[ITN]REP,Block,
INTERVEN,ITN,Service response,Common Data,,RER,Reservations,15.0,RRS,,,[RRS]RRS0=[ITN]RER,Block,
INTERVEN,ITN,Service response,Common Data,,RPO,Overview,,CLX,,,,,
INTERVEN,ITN,Service response,Common Data,,RPOFLG,Overview written,,C,2.0,,,,
INTERVEN,ITN,Service response,Common Data,,SALFCY,Site,,FCY,,,[FCY]FCY0=[ITN]SALFCY,Block,
INTERVEN,ITN,Service response,Common Data,,SAT,County,,SAT,,,,,
INTERVEN,ITN,Service response,Common Data,,SCO,Subcontracted,,M,4.0,1.0,,,
INTERVEN,ITN,Service response,Common Data,,SCOAMT,Negotiated amount,,MD1,,,,,
INTERVEN,ITN,Service response,Common Data,,SCONUM,Subcontractor,,BPR,,,[BPR]BPR0=[ITN]SCONUM,Block,
INTERVEN,ITN,Service response,Common Data,,SRVCONCOV,Coverage,,M,4.0,1.0,,,
INTERVEN,ITN,Service response,Common Data,,SRVDEMNUM,Serv. req. No.,,SRE,,,[SRE]SRE0=[ITN]SRVDEMNUM,Block,
INTERVEN,ITN,Service response,Common Data,,TEL,Telephone,,TEL,,,,,
INTERVEN,ITN,Service response,Common Data,,TRITIM,Estimated travel time,,C,4.0,,,,
INTERVEN,ITN,Service response,Common Data,,TYP,Category,,ADI,,,[ADI]CODE=407;TYP,Block,
INTERVEN,ITN,Service response,Common Data,,TYPFULOBJ,Type text file,,CLT,,,,,
INTERVEN,ITN,Service response,Common Data,,TYPFULRPO,Report type,,CLT,,,,,
INTERVEN,ITN,Service response,Common Data,,UPDDAT,Change date,,D,,,,,
INTERVEN,ITN,Service response,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
INTERVEN,ITN,Service response,Common Data,,UPDUSR,Change user,,A,5.0,,,,
INTERVEN,ITN,Service response,Common Data,,WEE,Week,,C,4.0,,,,
INTERVEN,ITN,Service response,Common Data,,ZIP,Postal code,,POS,,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,AUUID,Single identifier,,AUUID,,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,BRDCOD,Cost group,,C,4.0,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,CLE,Key,,A,100.0,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,CODFIC,Table code,,ATB,,,[ATB]CODFIC=[ICD]CODFIC,Delete,
ITCDET,ICD,Detail cost for printing,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[ICD]CREUSR,Other,
ITCDET,ICD,Detail cost for printing,Common Data,,ITMREF,Product,,ITF,,,[ITF]ITF0=ITMREF;STOFCY,Delete,
ITCDET,ICD,Detail cost for printing,Common Data,,LABCST,Labor cost,,MD8,,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,MACCST,Machine cost,,MD8,,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,MATCST,Material cost,,MD8,,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,STOFCY,Storage site,,FCY,,,[FCY]FCY0=[ICD]STOFCY,Block,
ITCDET,ICD,Detail cost for printing,Common Data,,UID,Process,,L,8.0,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
ITCDET,ICD,Detail cost for printing,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[ICD]UPDUSR,Other,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,AUUID,Single identifier,,AUUID,,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,BRDCOD,Cost group,,C,4.0,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,CPNTYP,Component type,,M,15.0,438.0,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,CREUSR,User,,AUS,,,[AUS]CODUSR=[ICP]CREUSR,Other,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,CSTTYP,Cost type,,M,15.0,219.0,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,CURUID,Process,,L,8.0,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,ITCSEQ,Sequence no.,,L,8.0,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,ITMREF,Product,,ITF,,,[ITF]ITF0=ITMREF;STOFCY,Delete,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,LABCST,Labor cost,,MD8,,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,MACCST,Machine cost,,MD8,,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,MATCST,Material cost,,MD8,,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,MATREF,Component,,ITM,,,[ITM]ITM0=[ICP]MATREF,Block,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,STOFCY,Storage site,,FCY,,,[FCY]FCY0=[ICP]STOFCY,Block,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,UID,Process,,L,8.0,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
ITCDETPRT,ICP,Temporary products - cost,Common Data,,UPDUSR,User,,AUS,,,[AUS]CODUSR=[ICP]UPDUSR,Other,
ITCMAT,ICC,Temporary products - cost,Common Data,,AUUID,Single identifier,,AUUID,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,BRDCOD,Cost group,,M,15.0,325.0,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,CPNTYP,Component type,,M,15.0,438.0,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,CREDAT,Date created,,D,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,CREUSR,Creation user,,A,5.0,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,CSTCOD,Costing mode,,M,15.0,480.0,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,CSTSEQ,Sequence,,C,4.0,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,CSTTYP,Cost type,,M,15.0,219.0,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,ECCVALMAJ,Major version,,ICVVAL,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,ECCVALMIN,Minor version,,ICVVAL,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,EXPNUM,Export number,,L,8.0,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,INVDTACST,Invoicing element,,MD8,,,,,SPD
ITCMAT,ICC,Temporary products - cost,Common Data,,ITCSEQ,Sequence no.,,L,8.0,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,ITMREF,Product,,ITF,,,[ITF]ITF0=ITMREF;STOFCY,Delete,
ITCMAT,ICC,Temporary products - cost,Common Data,,LABCST,Labor cost,,MD8,,,,,LAB
ITCMAT,ICC,Temporary products - cost,Common Data,,MACCST,Machine cost,,MD8,,,,,MAC
ITCMAT,ICC,Temporary products - cost,Common Data,,MATCST,Material cost,,MD8,,,,,MAT
ITCMAT,ICC,Temporary products - cost,Common Data,,MATFLG,Material,,M,4.0,1.0,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,MATREF,Component,,ITM,,,[ITM]ITM0=[ICC]MATREF,Block,
ITCMAT,ICC,Temporary products - cost,Common Data,,OVELABCST,Labor overh,,MD8,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,OVEMACCST,Machine OH cost,,MD8,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,OVEMATCST,Material overhead cost,,MD8,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,OVESCOCST,Subcontract,,MD8,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,QTYSTU,STK quantity,,QTY,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,QTYTOP,Level 1 quantity,,QTY,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,SCOCST,Subcontract cost,,MD8,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,SCOFLG,Type of supply,,M,30.0,2225.0,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,STOFCY,Storage site,,FCY,,,[FCY]FCY0=[ICC]STOFCY,Delete,
ITCMAT,ICC,Temporary products - cost,Common Data,,STU,Stock unit,,UOM,,,[TUN]TUN0=[ICC]STU,Block,
ITCMAT,ICC,Temporary products - cost,Common Data,,UID,Process,,L,8.0,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,UPDDAT,Change date,,D,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,UPDDATTIM,Date time,,ADATIM,,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,UPDUSR,Change user,,A,5.0,,,,
ITCMAT,ICC,Temporary products - cost,Common Data,,YEA,Year,,C,4.0,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,AFFUNI,Unit display,,M,4.0,1.0,,,
ITCMATCH,IMC,Cost comparison,Common Data,,AUUID,Single identifier,,AUUID,,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CLCQTY,Calculation quantity,,QTY,,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CLCQTY2,Calculation quantity,,QTY,,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CREDAT,Date created,,D,,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CREDATTIM,Date time,,ADATIM,,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CREUSR,Creation user,,A,5.0,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CSTTOT,Total cost,,MD8,,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CSTTOT2,Total cost,,MD8,,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CSTTYP1,Cost type,,M,15.0,347.0,,,
ITCMATCH,IMC,Cost comparison,Common Data,,CSTTYP2,Cost type,,M,15.0,347.0,,,
ITCMATCH,IMC,Cost comparison,Common Data,,DESCEND,Multilevel,,M,4.0,1.0,,,
ITCMATCH,IMC,Cost comparison,Common Data,,EXPNUM,Export number,,L,8.0,,,,
ITCMATCH,IMC,Cost comparison,Common Data,,INVDTA,Invoice element,,MD8,,,,,
